Release	ID	Number	Name	Faction	Type	Description	Glory	Restricted	Set
Nightvault	513	N16	Lightning Step	Stormsire’s Cursebreakers	Ploy	The first friendly fighter to make a Move or Charge action in the next activation can move through occupied and blocked hexes, but must end their move in an empty hex	-	-	Nightvault core set
Nightvault	514	N17	Safeguard Spirit	Stormsire’s Cursebreakers	Ploy	Reaction: Play this after an Attack action or gambit that takes a friendly fighter adjacent to another friendly fighter out of action. Your opponent doesn't score any glory points for taking that fighter out of action	-	-	Nightvault core set
Nightvault	515	N18	Stormstrike	Stormsire’s Cursebreakers	Ploy	+1 Damage to the first Attack action with a Range of 1 or 2 in the next activation	-	-	Nightvault core set
Nightvault	516	N19	Stormward	Stormsire’s Cursebreakers	Ploy	Reaction: Play this during an enemy fighter's spell or spell Attack action, if the spell is cast. Roll a magic dice. On a roll of Focus that spell is not cast and is not resolved	-	-	Nightvault core set
Nightvault	517	N20	Blessed Blade	Stormsire’s Cursebreakers	Upgrade	[1 Hex | 2 Hammer | 2 Damage] Cleave	-	Averon Stormsire	Nightvault core set
Nightvault	518	N21	Corposant Staff	Stormsire’s Cursebreakers	Upgrade	Spell Action (1 Focus): If this spell is cast, choose a friendly fighter. Their Attack actions with a single target have +1 Range until the end of the phase	-	Averon Stormsire	Nightvault core set
Nightvault	519	N22	Disarming Blow	Stormsire’s Cursebreakers	Upgrade	Reaction: After an Attack action made by an adjacent enemy fighter that targets this fighter and fails, roll a defence dice. On a roll of Shield or Crit, select an Attack action upgrade on the attacking fighter. That upgrade is discarded	-	Rastus the Charmed, Ammis Dawnguard	Nightvault core set
Nightvault	520	N23	Eye of the Storm	Stormsire’s Cursebreakers	Upgrade	Innate (1 Channel)	-	-	Nightvault core set
Nightvault	521	N24	Hurricane Step	Stormsire’s Cursebreakers	Upgrade	Reaction: After this fighter's Attack action, push this fighter up to one hex	-	-	Nightvault core set
Nightvault	522	N25	Lightning Whip	Stormsire’s Cursebreakers	Upgrade	Reaction: After this fighter's Attack action that succeeds, deal 1 additional damage to the target of that Attack action	-	Rastus the Charmed, Ammis Dawnguard	Nightvault core set
Nightvault	523	N26	Stunning Blow	Stormsire’s Cursebreakers	Upgrade	Reaction: After an Attack action made by an adjacent enemy fighter that targets this fighter and fails, roll a defence dice. On a roll of Shield or Crit, place a Charge token next to the attacking fighter	-	Rastus the Charmed, Ammis Dawnguard	Nightvault core set
Nightvault	524	N27	Tempest's Might	Stormsire’s Cursebreakers	Upgrade	+1 Damage to all spell Attack actions	-	-	Nightvault core set
Nightvault	525	N28	Unstoppable Zeal	Stormsire’s Cursebreakers	Upgrade	[1 Hex | 2 Hammers | 1 Damage] Reaction: After this fighter's Attack action that takes an enemy fighter out of action, this fighter can make this Attack action	-	Rastus the Charmed	Nightvault core set
Nightvault	526	N29	Warding Blast	Stormsire’s Cursebreakers	Upgrade	[1 Hex | 2 Swords | 2 Damage] Targets all adjacent enemies - roll for each	-	-	Nightvault core set
Nightvault	527	N30	As Nagash Commands	Thorns of the Briar Queen	Objective	Score this in the third end phase if no enemy fighters are holding objectives	2	-	Nightvault core set
Nightvault	528	N31	Death Sentence	Thorns of the Briar Queen	Objective	Score this immediately if three or more friendly fighters are adjacent to the same enemy fighter	1	-	Nightvault core set
Nightvault	529	N32	Drag Them Down	Thorns of the Briar Queen	Objective	Score this immediately if three or more friendly fighters made a successful Attack action in this phase	2	-	Nightvault core set
Nightvault	530	N33	Execution	Thorns of the Briar Queen	Objective	Score this in an end phase if your warband took an enemy leader out of action in the preceding action phase	1	-	Nightvault core set
Nightvault	531	N34	Swarming Spirits	Thorns of the Briar Queen	Objective	Score this immediately if two or more friendly fighters moved through a hex occupied by an enemy fighter in this phase	1	-	Nightvault core set
Nightvault	532	N35	Take the City	Thorns of the Briar Queen	Objective	Score this in an end phase if you hold all objectives on one or more game boards	1	-	Nightvault core set
Nightvault	533	N36	The Vengeful Dead	Thorns of the Briar Queen	Objective	Score this in an end phase if all surviving friendly fighters (at least three) are Inspired	1	-	Nightvault core set
Nightvault	534	N37	Treacherous Foe	Thorns of the Briar Queen	Objective	Score this immediately if your warband makes a reaction	1	-	Nightvault core set
Nightvault	535	N38	Vengeful Advance	Thorns of the Briar Queen	Objective	Score this in an end phase if all surviving friendly fighters are in your opponent's territory	1	-	Nightvault core set
Nightvault	536	N39	Drifting Advance	Thorns of the Briar Queen	Ploy	Push all friendly Chainrasps up to two hexes. This push must take them closer to the nearest enemy fighter in each case. If there is more than one nearest enemy fighter, you can choose which the Chainrasp is pushed towards	-	-	Nightvault core set
Nightvault	537	N40	Endless Malice	Thorns of the Briar Queen	Ploy	Reaction: Play this after a friendly fighter's Attack action that fails. That fighter can make another Attack action that targets the same fighter	-	-	Nightvault core set
Nightvault	538	N41	Grasping Chains	Thorns of the Briar Queen	Ploy	Each friendly Chainrasp providing support in the first Attack action in the next activation is considered to be two supporting fighters	-	-	Nightvault core set
Nightvault	539	N42	Howling Vortex	Thorns of the Briar Queen	Spell	Gambit Spell (1 Focus): If this spell is cast, push all enemy fighters up to one hex	-	-	Nightvault core set
Nightvault	540	N43	Maddening Cackle	Thorns of the Briar Queen	Ploy	Reaction: Play this after an enemy fighter's Attack action that fails. That fighter is no longer Inspired, and cannot be Inspired. This effect persists	-	-	Nightvault core set
Nightvault	541	N44	Rending Scream	Thorns of the Briar Queen	Spell	Gambit Spell (2 Channel): If this spell is cast, each enemy fighter adjacent to the caster suffers 1 damage	-	-	Nightvault core set
Nightvault	542	N45	Spectral Parry	Thorns of the Briar Queen	Ploy	Choose a friendly fighter that does not have a Guard token. Place a Guard token next to them	-	-	Nightvault core set
Nightvault	543	N46	Spectral Touch	Thorns of the Briar Queen	Ploy	The first Attack action in the next activation has Cleave	-	-	Nightvault core set
Nightvault	544	N47	Sudden Appearance	Thorns of the Briar Queen	Ploy	Choose a friendly fighter and place them on any starting hex	-	-	Nightvault core set
Nightvault	545	N48	Vengeful Curse	Thorns of the Briar Queen	Ploy	Reaction: Play this after an enemy fighter's Attack action that takes an adjacent friendly fighter out of action. Their attacker suffers 1 damage	-	-	Nightvault core set
Nightvault	546	N49	Chill Touch	Thorns of the Briar Queen	Upgrade	Rolls of Dodge are not successes for defence rolls made during Attack actions made by this fighter	-	Chainrasp	Nightvault core set
Nightvault	547	N50	Creeping Terror	Thorns of the Briar Queen	Upgrade	Reaction: After this fighter makes a Move action, roll an attack dice for the first enemy fighter they moved through in that action. On a Hammer or Crit, the enemy fighter suffers 1 damage	-	-	Nightvault core set
Nightvault	548	N51	Curse of Unbinding	Thorns of the Briar Queen	Upgrade	Reaction: During an enemy fighter's spell or spell Attack action, if the spell is cast and the caster is within three hexes of this fighter, roll a magic dice. On a roll of Focus that spell is not cast and is not resolved	-	Briar Queen	Nightvault core set
Nightvault	549	N52	Driven by Hatred	Thorns of the Briar Queen	Upgrade	+1 Dice to their Attack action when this fighter makes a Charge action	-	-	Nightvault core set
Nightvault	550	N53	Face of Death	Thorns of the Briar Queen	Upgrade	Reaction: During an adjacent enemy fighter's Attack action, before any dice are rolled, roll a defence dice. On a roll of Shield or Crit, your opponent rolls 1 fewer dice for that Attack action (to a minimum of 1)	-	Chainrasp	Nightvault core set
Nightvault	551	N54	Grasping Thorns	Thorns of the Briar Queen	Upgrade	Reaction: After this fighter's successful Attack action, you can push the target of that Attack action up to two hexes. They must end this push adjacent to this fighter	-	Briar Queen	Nightvault core set
Nightvault	552	N55	Inescapable Vengeance	Thorns of the Briar Queen	Upgrade	When this fighter makes a Move or Charge action, instead of moving them normally you can place them on any starting hex	-	Briar Queen	Nightvault core set
Nightvault	553	N56	Sadistic Strike	Thorns of the Briar Queen	Upgrade	[1 Hex | 3 Hammer | 1 Damage] If the target has any wound tokens, this Attack action deals +2 Damage	-	Varclav the Cruel	Nightvault core set
Nightvault	554	N57	Shacklegheist Chains	Thorns of the Briar Queen	Upgrade	When this fighter's Attack action takes an enemy fighter out of action, gain 1 additional glory point	-	Varclav the Cruel	Nightvault core set
Nightvault	555	N58	Strangling Coil	Thorns of the Briar Queen	Upgrade	[1 Hex | 3 Swords | 3 Damage]	-	The Ever-hanged	Nightvault core set
Nightvault	556	N59	Agents of Change	The Eyes of the Nine	Objective	Score this in an end phase if your warband successfully cast four or more spells in the preceding action phase	2	-	The Eyes of the Nine expansion
Nightvault	557	N60	Bind the City	The Eyes of the Nine	Objective	Score this in an end phase if you hold three or more objectives	2	-	The Eyes of the Nine expansion
Nightvault	558	N61	Chosen by Destiny	The Eyes of the Nine	Objective	Score this in an end phase if either Narvia or Turosh from your warband is on the battlefield and the other is out of action	1	-	The Eyes of the Nine expansion
Nightvault	559	N62	Eyes of the Master	The Eyes of the Nine	Objective	Score this in an end phase if there is at least one friendly fighter in each of the following: your territory, enemy territory, and no one's territory	1	-	The Eyes of the Nine expansion
Nightvault	560	N63	Harness Knowledge	The Eyes of the Nine	Objective	Score this in an end phase if the same friendly fighter has held the same objective at the end of two consecutive action phases	1	-	The Eyes of the Nine expansion
Nightvault	561	N64	Master of Magic	The Eyes of the Nine	Objective	Score this immediately if your warband successfully casts two or more spells in this phase	1	-	The Eyes of the Nine expansion
Nightvault	562	N65	Rising Inferno	The Eyes of the Nine	Objective	Score this in an end phase if you caused 4 or more damage with spells in the preceding action phase	1	-	The Eyes of the Nine expansion
Nightvault	563	N66	Summoner	The Eyes of the Nine	Objective	Score this immediately the second or subsequent time you use Vortemis' action to summon a Blue Horror	1	-	The Eyes of the Nine expansion
Nightvault	564	N67	Ultimate Change	The Eyes of the Nine	Objective	Score this in an end phase if your warband took two or more enemy fighters out of action in the preceding action phase	1	-	The Eyes of the Nine expansion
Nightvault	565	N68	Blessing of Tzeentch	The Eyes of the Nine	Ploy	Innate (1 Channel) for the first spell your warband attempts to cast in the next activation	-	-	The Eyes of the Nine expansion
Nightvault	566	N69	Bound by Fate	The Eyes of the Nine	Ploy	Choose two friendly fighters that are within three hexes of each other. Switch their positions	-	-	The Eyes of the Nine expansion
Nightvault	567	N70	Deceitful Step	The Eyes of the Nine	Ploy	Choose a friendly fighter that is not adjacent to an enemy fighter and roll a magic dice. On a roll of Channel, place them on any starting hex. Otherwise, place them on any objective token. If you cannot, nothing happens	-	-	The Eyes of the Nine expansion
Nightvault	568	N71	Driven by Ambition	The Eyes of the Nine	Ploy	The first friendly fighter to make a Move action (not as part of a Charge action) in the next activation has +2 Move	-	-	The Eyes of the Nine expansion
Nightvault	569	N72	Eidetic Memory	The Eyes of the Nine	Ploy	Reaction: Play this after an Attack action made by friendly K'charik that fails. They can make another Attack action which targets the same fighter	-	-	The Eyes of the Nine expansion
Nightvault	570	N73	Malicious Flames	The Eyes of the Nine	Ploy	Reaction: Play this during an Attack action or gambit that has dealt enough damage to a friendly Brimstone Horrors to take it out of action, but before removing the fighter from the battlefield. Adjacent enemy fighters suffer 1 damage	-	-	The Eyes of the Nine expansion
Nightvault	571	N74	Ravenous Flame	The Eyes of the Nine	Spell	Gambit Spell (1 Focus): If this spell is cast, Scatter 3 from any lethal hex. Any fighters in any hex in the chain suffer 1 damage	-	-	The Eyes of the Nine expansion
Nightvault	572	N75	Shield of Fate	The Eyes of the Nine	Spell	Gambit Spell (1 Focus): If this spell is cast, the caster has +1 Defence. This spell persists until the caster is out of action or the end of the round, whichever happens first	-	-	The Eyes of the Nine expansion
Nightvault	573	N76	Stolen Fate	The Eyes of the Nine	Ploy	You can re-roll one dice for the attack roll of the first Attack action made by a friendly fighter in the next activation	-	-	The Eyes of the Nine expansion
Nightvault	574	N77	Wracking Change	The Eyes of the Nine	Spell	Gambit Spell (2 Channel): If this spell is cast choose an enemy fighter within 4 hexes of the caster. That fighter suffers 1 damage and 1 additional damage for each Crit in the casting roll	-	-	The Eyes of the Nine expansion
Nightvault	575	N78	Arcanite Shield	The Eyes of the Nine	Upgrade	This fighter's Defence characteristic changes to Shield	-	Turosh	The Eyes of the Nine expansion
Nightvault	576	N79	Bizarre Capering	The Eyes of the Nine	Upgrade	+1 Defence	-	Blue Horror, Brimstone Horrors	The Eyes of the Nine expansion
Nightvault	577	N80	Empowered Sorcery	The Eyes of the Nine	Upgrade	+1 Damage to all spell Attack actions	-	Vortemis the All-seeing	The Eyes of the Nine expansion
Nightvault	578	N81	Fateward	The Eyes of the Nine	Upgrade	You can re-roll the defence roll for this fighter when it is the target of an Attack action	-	K’Charik	The Eyes of the Nine expansion
Nightvault	579	N82	Fiery Blessing	The Eyes of the Nine	Upgrade	+1 Dice to this fighter's Attack actions that have a Range of 3 or more	-	Narvia	The Eyes of the Nine expansion
Nightvault	580	N83	Piercing Bolt	The Eyes of the Nine	Upgrade	[3 Hex | - Channel | 1 Damage] Cleave	-	Vortemis the All-seeing	The Eyes of the Nine expansion
Nightvault	581	N84	Scroll of the Dark Arts	The Eyes of the Nine	Upgrade	This fighter's Sorcerous Bolt Attack action has +1 Range	-	Narvia, Turosh	The Eyes of the Nine expansion
Nightvault	582	N85	Silver Tether	The Eyes of the Nine	Upgrade	If this fighter is holding an objective in the third end phase, score 1 glory point	-	-	The Eyes of the Nine expansion
Nightvault	583	N86	Sorcerous Adept	The Eyes of the Nine	Upgrade	Innate (1 Channel)	-	Vortemis the All-seeing	The Eyes of the Nine expansion
Nightvault	584	N87	Strength of Arrogance	The Eyes of the Nine	Upgrade	+1 Damage to all Attack actions with a Range of 1 or 2	-	K’Charik	The Eyes of the Nine expansion
Nightvault	585	N88	Call that a Win	Zarbag's Gitz	Objective	Score this in the third end phase if there are five or more surviving friendly fighters	2	-	Zarbag's Gitz expansion
Nightvault	586	N89	Dank Haven	Zarbag's Gitz	Objective	Score this in the third end phase if there are no enemy fighters in your territory	2	-	Zarbag's Gitz expansion
Nightvault	587	N90	Flash Finale	Zarbag's Gitz	Objective	Score this immediately if an enemy fighter is taken out of action by a spell cast by your warband	1	-	Zarbag's Gitz expansion
Nightvault	588	N91	Infestation	Zarbag's Gitz	Objective	Score this in an end phase if you hold every objective	5	-	Zarbag's Gitz expansion
Nightvault	589	N92	Mad Scurry	Zarbag's Gitz	Objective	Score this in an end phase if at least five of your surviving fighters made a Move action in the preceding action phase	2	-	Zarbag's Gitz expansion
Nightvault	590	N93	Malicious Kill	Zarbag's Gitz	Objective	Score this immediately if your warband takes an enemy fighter with two or more upgrades out of action	2	-	Zarbag's Gitz expansion
Nightvault	591	N94	Obliterated	Zarbag's Gitz	Objective	Score this immediately if a friendly Snirk Sourtongue is Inspired and takes an enemy fighter out of action	2	-	Zarbag's Gitz expansion
Nightvault	592	N95	Scragged	Zarbag's Gitz	Objective	Score this immediately if an enemy fighter is taken out of action while adjacent to three or more friendly fighters	1	-	Zarbag's Gitz expansion
Nightvault	593	N96	Vicious Killers	Zarbag's Gitz	Objective	Score this in an end phase if two or more friendly fighters made successful Attack actions that targeted the same fighter, and that fighter was taken out of action, in the preceding action phase	1	-	Zarbag's Gitz expansion
Nightvault	594	N97	Curse of da Bad Moon	Zarbag's Gitz	Spell	Gambit Spell (2 Focus): If this spell is cast, choose a hex within four hexes of the caster. Any fighter in that hex or any hex adjacent to it suffers 1 damage	-	-	Zarbag's Gitz expansion
Nightvault	595	N98	Fungal Blessing	Zarbag's Gitz	Ploy	Reaction: Play this after an enemy fighter's Attack action that takes an adjacent friendly fighter out of action. Their attacker suffers 1 damage	-	-	Zarbag's Gitz expansion
Nightvault	596	N99	Jealous Hex	Zarbag's Gitz	Spell	Gambit Spell (1 Focus): If this spell is cast, choose a fighter that has the highest Wounds characteristic on the battlefield. That fighter has -1 Wounds (to a minimum of 1). This spell persists until that fighter is out of action	-	-	Zarbag's Gitz expansion
Nightvault	597	N100	Little Waaagh!	Zarbag's Gitz	Ploy	+1 Dice to the first Attack action made by a friendly fighter in the next activation	-	-	Zarbag's Gitz expansion
Nightvault	598	N101	Madcap Mushroom	Zarbag's Gitz	Ploy	Innate (1 Channel 1 Focus) for the next spell your warband attempts to cast. The fighter casting the spell suffers 1 damage if there are any Crit in that casting roll, rather than two or more Crit	-	-	Zarbag's Gitz expansion
Nightvault	599	N102	Make Some Noise	Zarbag's Gitz	Ploy	Choose up to two friendly Squigs and push each of them up to two hexes	-	-	Zarbag's Gitz expansion
Nightvault	600	N103	Orrible Leer	Zarbag's Gitz	Spell	Gambit Spell (1 Focus): If this spell is cast, push each enemy fighter adjacent to the caster up to one hex	-	-	Zarbag's Gitz expansion
Nightvault	601	N104	Sneaky Stabbin'	Zarbag's Gitz	Spell	Gambit Spell (2 Channel): If this spell is cast, +1 Dice and Cleave to the first Attack action with a Range of 1 or 2 made by a friendly fighter in the next activation	-	-	Zarbag's Gitz expansion
Nightvault	602	N105	Sneaky Step	Zarbag's Gitz	Ploy	Choose a friendly fighter and push them one hex	-	-	Zarbag's Gitz expansion
Nightvault	603	N106	Stab 'em in the Knee	Zarbag's Gitz	Ploy	If the first Attack action in the next activation has a Range of 1 or 2, it has +1 Damage for each supporting fighter after the first	-	-	Zarbag's Gitz expansion
Nightvault	604	N107	Endless Whirl	Zarbag's Gitz	Upgrade	Action: Each adjacent fighter suffers 1 damage. Use this action only if this fighter is Inspired	-	Snirk Sourtongue	Zarbag's Gitz expansion
Nightvault	605	N108	Extra Bouncy	Zarbag's Gitz	Upgrade	When this fighter makes a Move or Charge action they can move through other fighters, but their move must end in an empty hex	-	Gobbaluk (Squig), Bonekrakka (Squig)	Zarbag's Gitz expansion
Nightvault	606	N109	Fiery Brand	Zarbag's Gitz	Upgrade	On a critical hit, this fighter's Attack actions with a Range of 1 have +1 Damage	-	Drizgit da Squig Herder	Zarbag's Gitz expansion
Nightvault	607	N110	Grizzled Survivor	Zarbag's Gitz	Upgrade	+1 Defence	-	Drizgit da Squig Herder	Zarbag's Gitz expansion
Nightvault	608	N111	Lurker	Zarbag's Gitz	Upgrade	Reaction: After a fighter is pushed a number of hexes, if that fighter was adjacent to this fighter before the push, push this fighter up to the same number of hexes. This fighter must end the push adjacent to the other fighter	-	-	Zarbag's Gitz expansion
Nightvault	609	N112	Nasty Stabba	Zarbag's Gitz	Upgrade	[1 Hex | 2 Hammer | 2 Damage] This Attack action has +2 Dice if a friendly Prog is supporting this fighter	-	-	Zarbag's Gitz expansion
Nightvault	610	N113	Ravenous	Zarbag's Gitz	Upgrade	+1 Damage to this fighter's Attack actions with a Range of 1	-	Gobbaluk (Squig), Bonekrakka (Squig)	Zarbag's Gitz expansion
Nightvault	611	N114	Sniffer Spite	Zarbag's Gitz	Upgrade	If this fighter is in enemy territory in the third end phase, gain 1 glory point	-	Zarbag	Zarbag's Gitz expansion
Nightvault	612	N115	Vindictive Glare	Zarbag's Gitz	Upgrade	[3 Hex | - Channel | 1 Damage] On a critical hit, this Attack action has +1 Damage	-	Zarbag	Zarbag's Gitz expansion
Nightvault	613	N116	Volley Caller	Zarbag's Gitz	Upgrade	Reaction: After this fighter makes the Grot Bow Attack action, an adjacent friendly fighter makes their Grot Bow Attack action	-	Stikkit, Dibbz, Redkap	Zarbag's Gitz expansion
Nightvault	614	N117	-	-	-		-	-	-
Nightvault	615	N118	-	-	-		-	-	-
Nightvault	616	N119	-	-	-		-	-	-
Nightvault	617	N120	-	-	-		-	-	-
Nightvault	618	N121	-	-	-		-	-	-
Nightvault	619	N122	-	-	-		-	-	-
Nightvault	620	N123	-	-	-		-	-	-
Nightvault	621	N124	-	-	-		-	-	-
Nightvault	622	N125	-	-	-		-	-	-
Nightvault	623	N126	-	-	-		-	-	-
Nightvault	624	N127	-	-	-		-	-	-
Nightvault	625	N128	-	-	-		-	-	-
Nightvault	626	N129	-	-	-		-	-	-
Nightvault	627	N130	-	-	-		-	-	-
Nightvault	628	N131	-	-	-		-	-	-
Nightvault	629	N132	-	-	-		-	-	-
Nightvault	630	N133	-	-	-		-	-	-
Nightvault	631	N134	-	-	-		-	-	-
Nightvault	632	N135	-	-	-		-	-	-
Nightvault	633	N136	-	-	-		-	-	-
Nightvault	634	N137	-	-	-		-	-	-
Nightvault	635	N138	-	-	-		-	-	-
Nightvault	636	N139	-	-	-		-	-	-
Nightvault	637	N140	-	-	-		-	-	-
Nightvault	638	N141	-	-	-		-	-	-
Nightvault	639	N142	-	-	-		-	-	-
Nightvault	640	N143	-	-	-		-	-	-
Nightvault	641	N144	-	-	-		-	-	-
Nightvault	642	N145	-	-	-		-	-	-
Nightvault	643	N146	-	-	-		-	-	-
Nightvault	644	N147	-	-	-		-	-	-
Nightvault	645	N148	-	-	-		-	-	-
Nightvault	646	N149	-	-	-		-	-	-
Nightvault	647	N150	-	-	-		-	-	-
Nightvault	648	N151	-	-	-		-	-	-
Nightvault	649	N152	-	-	-		-	-	-
Nightvault	650	N153	-	-	-		-	-	-
Nightvault	651	N154	-	-	-		-	-	-
Nightvault	652	N155	-	-	-		-	-	-
Nightvault	653	N156	-	-	-		-	-	-
Nightvault	654	N157	-	-	-		-	-	-
Nightvault	655	N158	-	-	-		-	-	-
Nightvault	656	N159	-	-	-		-	-	-
Nightvault	657	N160	-	-	-		-	-	-
Nightvault	658	N161	-	-	-		-	-	-
Nightvault	659	N162	-	-	-		-	-	-
Nightvault	660	N163	-	-	-		-	-	-
Nightvault	661	N164	-	-	-		-	-	-
Nightvault	662	N165	-	-	-		-	-	-
Nightvault	663	N166	-	-	-		-	-	-
Nightvault	664	N167	-	-	-		-	-	-
Nightvault	665	N168	-	-	-		-	-	-
Nightvault	666	N169	-	-	-		-	-	-
Nightvault	667	N170	-	-	-		-	-	-
Nightvault	668	N171	-	-	-		-	-	-
Nightvault	669	N172	-	-	-		-	-	-
Nightvault	670	N173	-	-	-		-	-	-
Nightvault	671	N174	-	-	-		-	-	-
Nightvault	672	N175	-	-	-		-	-	-
Nightvault	673	N176	-	-	-		-	-	-
Nightvault	674	N177	-	-	-		-	-	-
Nightvault	675	N178	-	-	-		-	-	-
Nightvault	676	N179	-	-	-		-	-	-
Nightvault	677	N180	-	-	-		-	-	-
Nightvault	678	N181	-	-	-		-	-	-
Nightvault	679	N182	-	-	-		-	-	-
Nightvault	680	N183	-	-	-		-	-	-
Nightvault	681	N184	-	-	-		-	-	-
Nightvault	682	N185	-	-	-		-	-	-
Nightvault	683	N186	-	-	-		-	-	-
Nightvault	684	N187	-	-	-		-	-	-
Nightvault	685	N188	-	-	-		-	-	-
Nightvault	686	N189	-	-	-		-	-	-
Nightvault	687	N190	-	-	-		-	-	-
Nightvault	688	N191	-	-	-		-	-	-
Nightvault	689	N192	-	-	-		-	-	-
Nightvault	690	N193	-	-	-		-	-	-
Nightvault	691	N194	-	-	-		-	-	-
Nightvault	692	N195	-	-	-		-	-	-
Nightvault	693	N196	-	-	-		-	-	-
Nightvault	694	N197	-	-	-		-	-	-
Nightvault	695	N198	-	-	-		-	-	-
Nightvault	696	N199	-	-	-		-	-	-
Nightvault	697	N200	-	-	-		-	-	-
Nightvault	698	N201	-	-	-		-	-	-
Nightvault	699	N202	-	-	-		-	-	-
Nightvault	700	N203	-	-	-		-	-	-
Nightvault	701	N204	-	-	-		-	-	-
Nightvault	702	N205	-	-	-		-	-	-
Nightvault	703	N206	-	-	-		-	-	-
Nightvault	704	N207	-	-	-		-	-	-
Nightvault	705	N208	-	-	-		-	-	-
Nightvault	706	N209	-	-	-		-	-	-
Nightvault	707	N210	-	-	-		-	-	-
Nightvault	708	N211	-	-	-		-	-	-
Nightvault	709	N212	-	-	-		-	-	-
Nightvault	710	N213	-	-	-		-	-	-
Nightvault	711	N214	-	-	-		-	-	-
Nightvault	712	N215	-	-	-		-	-	-
Nightvault	713	N216	-	-	-		-	-	-
Nightvault	714	N217	-	-	-		-	-	-
Nightvault	715	N218	-	-	-		-	-	-
Nightvault	716	N219	-	-	-		-	-	-
Nightvault	717	N220	-	-	-		-	-	-
Nightvault	718	N221	-	-	-		-	-	-
Nightvault	719	N222	-	-	-		-	-	-
Nightvault	720	N223	-	-	-		-	-	-
Nightvault	721	N224	-	-	-		-	-	-
Nightvault	722	N225	-	-	-		-	-	-
Nightvault	723	N226	-	-	-		-	-	-
Nightvault	724	N227	-	-	-		-	-	-
Nightvault	725	N228	-	-	-		-	-	-
Nightvault	726	N229	-	-	-		-	-	-
Nightvault	727	N230	-	-	-		-	-	-
Nightvault	728	N231	-	-	-		-	-	-
Nightvault	729	N232	-	-	-		-	-	-
Nightvault	730	N233	-	-	-		-	-	-
Nightvault	731	N234	-	-	-		-	-	-
Nightvault	732	N235	-	-	-		-	-	-
Nightvault	733	N236	-	-	-		-	-	-
Nightvault	734	N237	-	-	-		-	-	-
Nightvault	735	N238	-	-	-		-	-	-
Nightvault	736	N239	-	-	-		-	-	-
Nightvault	737	N240	-	-	-		-	-	-
Nightvault	738	N241	-	-	-		-	-	-
Nightvault	739	N242	-	-	-		-	-	-
Nightvault	740	N243	-	-	-		-	-	-
Nightvault	741	N244	-	-	-		-	-	-
Nightvault	742	N245	-	-	-		-	-	-
Nightvault	743	N246	-	-	-		-	-	-
Nightvault	744	N247	-	-	-		-	-	-
Nightvault	745	N248	-	-	-		-	-	-
Nightvault	746	N249	-	-	-		-	-	-
Nightvault	747	N250	-	-	-		-	-	-
Nightvault	748	N251	-	-	-		-	-	-
Nightvault	749	N252	-	-	-		-	-	-
Nightvault	750	N253	-	-	-		-	-	-
Nightvault	751	N254	-	-	-		-	-	-
Nightvault	752	N255	-	-	-		-	-	-
Nightvault	753	N256	-	-	-		-	-	-
Nightvault	754	N257	-	-	-		-	-	-
Nightvault	755	N258	-	-	-		-	-	-
Nightvault	756	N259	-	-	-		-	-	-
Nightvault	757	N260	-	-	-		-	-	-
Nightvault	758	N261	-	-	-		-	-	-
Nightvault	759	N262	-	-	-		-	-	-
Nightvault	760	N263	-	-	-		-	-	-
Nightvault	761	N264	-	-	-		-	-	-
Nightvault	762	N265	-	-	-		-	-	-
Nightvault	763	N266	-	-	-		-	-	-
Nightvault	764	N267	-	-	-		-	-	-
Nightvault	765	N268	-	-	-		-	-	-
Nightvault	766	N269	-	-	-		-	-	-
Nightvault	767	N270	-	-	-		-	-	-
Nightvault	768	N271	-	-	-		-	-	-
Nightvault	769	N272	-	-	-		-	-	-
Nightvault	770	N273	-	-	-		-	-	-
Nightvault	771	N274	-	-	-		-	-	-
Nightvault	772	N275	-	-	-		-	-	-
Nightvault	773	N276	-	-	-		-	-	-
Nightvault	774	N277	-	-	-		-	-	-
Nightvault	775	N278	-	-	-		-	-	-
Nightvault	776	N279	-	-	-		-	-	-
Nightvault	777	N280	-	-	-		-	-	-
Nightvault	778	N281	-	-	-		-	-	-
Nightvault	779	N282	-	-	-		-	-	-
Nightvault	780	N283	-	-	-		-	-	-
Nightvault	781	N284	-	-	-		-	-	-
Nightvault	782	N285	-	-	-		-	-	-
Nightvault	783	N286	-	-	-		-	-	-
Nightvault	784	N287	-	-	-		-	-	-
Nightvault	785	N288	-	-	-		-	-	-
Nightvault	786	N289	-	-	-		-	-	-
Nightvault	787	N290	-	-	-		-	-	-
Nightvault	788	N291	Acolyte of the Katophranes	Universal	Objective	Score this in the third end phase if you have at least one surviving friendly fighter that has at least one Katophrane Tome. Choose a surviving friendly. Gain 1 glory point for each Katophrane Tome that fighter has	1	-	The Eyes of the Nine expansion
Nightvault	789	N292	-	-	-		-	-	-
Nightvault	790	N293	All of Nothing	Universal	Objective	Score this in the third end phase if you have scored no objective cards this game. If you do, you cannot score any other objective cards	5	-	Echoes of Glory
Nightvault	791	N294	Annihilation	Universal	Objective	Score this in an end phase if all enemy fighters have been taken out of action	5	-	Nightvault core set
Nightvault	792	N295	Arcane Explosion	Universal	Objective	Score this immediately if an enemy fighter is taken out of action while attempting to cast a spell	1	-	Echoes of Glory
